OSM_tag;OSM_path;OSM_description;FS_candidates;FS_scores;FS_tag_GPT;OSM_full_description;FS_manual_path;FS_manual_tag;correct;new_correct;OSM_main;OSM_main_sub
raceway;highway > special road types > raceway;A course or track for (motor) racing;['track', 'race track', 'racecourse', 'running track', 'ski trail', 'go kart track', 'college track', 'running club', 'bike trail', 'driving school', 'train', 'track stadium', 'golf course', 'golf driving range', 'road', 'disc golf course', 'intersection', 'swimming club', 'hiking trail', 'golf'];[0.6820162534713745, 0.5969165563583374, 0.5311503410339355, 0.5128695964813232, 0.5105143785476685, 0.47911420464515686, 0.46146145462989807, 0.41450759768486023, 0.39777669310569763, 0.3822047710418701, 0.37710994482040405, 0.35469406843185425, 0.345895379781723, 0.34039270877838135, 0.3300722539424896, 0.32810652256011963, 0.323286771774292, 0.32280415296554565, 0.3142799735069275, 0.3056096136569977];race track;A course or track for (motor) racing;sports recreation > race track;race track;1;1;highway;highway > special road types
road;highway > special road types > road;A road/way/street/motorway/etc. of unknown type. It can stand for anything ranging from a footpath to a motorway. This tag should only be used temporarily until the road/way/etc. has been properly surveyed. If you do know the road type, do not use this value, instead use one of the more specific highway=* values.;['road', 'street', 'intersection', 'bridge', 'bike trail', 'taxi stand', 'transport hub', 'pedestrian plaza', 'driving school', 'truck stop', 'construction', 'hiking trail', 'toll plaza', 'rental car location', 'village', 'track', 'light rail station', 'building land surveyor', 'great outdoors', 'vehicle inspection station'];[0.43257951736450195, 0.3990596830844879, 0.39359867572784424, 0.3583126664161682, 0.3460869789123535, 0.34217873215675354, 0.34052664041519165, 0.3377076983451843, 0.3337882161140442, 0.3083910048007965, 0.3075711131095886, 0.3061021566390991, 0.30529749393463135, 0.3025195002555847, 0.29982712864875793, 0.29886841773986816, 0.2987421751022339, 0.29867249727249146, 0.2952834367752075, 0.29129675030708313];road;A road/way/street/motorway/etc. of unknown type. It can stand for anything ranging from a footpath to a motorway. This tag should only be used temporarily until the road/way/etc. has been properly surveyed. If you do know the road type, do not use this value, instead use one of the more specific highway=* values.;travel transportation > road;road;1;1;highway;highway > special road types
busway;highway > special road types > busway;A dedicated roadway for bus rapid transit systems;['bus line', 'public transportation', 'light rail station', 'street', 'transport hub', 'bus stop', 'bus station', 'airport service', 'charter bus', 'train', 'tram station', 'intersection', 'transportation service', 'truck stop', 'road', 'taxi stand', 'construction', 'airport gate', 'toll plaza', 'ambulance service'];[0.6204936504364014, 0.5085845589637756, 0.4969363808631897, 0.4744279086589813, 0.47128015756607056, 0.4697870910167694, 0.4670521318912506, 0.46415284276008606, 0.45771169662475586, 0.45556890964508057, 0.4516070485115051, 0.4432418942451477, 0.44113272428512573, 0.42697250843048096, 0.4241507649421692, 0.42253023386001587, 0.3988889455795288, 0.3949871063232422, 0.3948436975479126, 0.385505735874176];public transportation;A dedicated roadway for bus rapid transit systems;travel transportation > transportation service > public transportation > bus line;bus line;0;0;highway;highway > special road types
footway;highway > paths > footway;"For designated footpaths; i.e., mainly/exclusively for pedestrians. This includes walking tracks and gravel paths. If bicycles are allowed as well, you can indicate this by adding a bicycle=yes tag. Should not be used for paths where the primary or intended usage is unknown. Use highway=pedestrian for pedestrianised roads in shopping or residential areas and highway=track if it is usable by agricultural or similar vehicles. For ramps (sloped paths without steps), combine this tag with incline=*.";['road', 'bike trail', 'hiking trail', 'pedestrian plaza', 'bridge', 'great outdoors', 'street', 'scenic lookout', 'transport hub', 'ski trail', 'neighborhood', 'track', 'city', 'village', 'rest area', 'train', 'rock climbing spot', 'intersection', 'motel', 'trailer park'];[0.5432170033454895, 0.4392043352127075, 0.42102113366127014, 0.40873369574546814, 0.39427536725997925, 0.38971489667892456, 0.36661794781684875, 0.34875792264938354, 0.3455241918563843, 0.33418866991996765, 0.3302159905433655, 0.32956254482269287, 0.32648059725761414, 0.3139812648296356, 0.30907195806503296, 0.3083743751049042, 0.30821794271469116, 0.3052430748939514, 0.3043060302734375, 0.29868483543395996];pedestrian plaza;"For designated footpaths; i.e., mainly/exclusively for pedestrians. This includes walking tracks and gravel paths. If bicycles are allowed as well, you can indicate this by adding a bicycle=yes tag. Should not be used for paths where the primary or intended usage is unknown. Use highway=pedestrian for pedestrianised roads in shopping or residential areas and highway=track if it is usable by agricultural or similar vehicles. For ramps (sloped paths without steps), combine this tag with incline=*.";landmarks outdoors > hiking trail;hiking trail;0;0;highway;highway > paths
bridleway;highway > paths > bridleway;For horse riders. Pedestrians are usually also permitted, cyclists may be permitted depending on local rules/laws. Motor vehicles are forbidden.;['road', 'bike trail', 'race track', 'stable', 'street', 'rest area', 'motel', 'parking', 'hunting area', 'bike rental', 'intersection', 'bus stop', 'equestrian facility', 'driving school', 'track', 'train', 'truck stop', 'bus line', 'pedestrian plaza', 'bridge'];[0.5873878598213196, 0.3973037600517273, 0.3951544463634491, 0.3841215670108795, 0.3773515820503235, 0.3665889799594879, 0.3639843761920929, 0.36148086190223694, 0.3593143820762634, 0.35509634017944336, 0.34259331226348877, 0.32988935708999634, 0.325681209564209, 0.3229483366012573, 0.31677913665771484, 0.3092789351940155, 0.3041027784347534, 0.2995182275772095, 0.29858559370040894, 0.29680436849594116];equestrian facility;For horse riders. Pedestrians are usually also permitted, cyclists may be permitted depending on local rules/laws. Motor vehicles are forbidden.;sports recreation > equestrian facility;equestrian facility;1;1;highway;highway > paths
steps;highway > paths > steps;For flights of steps (stairs) on footways. Use with step_count=* to indicate the number of steps;['hiking trail', 'bike trail', 'road', 'bus line', 'general travel', 'travel agency', 'ski trail', 'track', 'airport ticket counter', 'airport terminal', 'rest area', 'airport', 'toll plaza', 'tour provider', 'airport gate', 'motel', 'toll booth', 'pedestrian plaza', 'intersection', 'bus stop'];[0.3131905794143677, 0.30950728058815, 0.29822173714637756, 0.2664373517036438, 0.2565229535102844, 0.254733145236969, 0.24693773686885834, 0.2433096319437027, 0.24123570322990417, 0.23766379058361053, 0.23458261787891388, 0.229733407497406, 0.22778591513633728, 0.22123242914676666, 0.20480960607528687, 0.20399880409240723, 0.19900906085968018, 0.1967063993215561, 0.18837763369083405, 0.18711693584918976];pedestrian plaza;For flights of steps (stairs) on footways. Use with step_count=* to indicate the number of steps;travel transportation;travel transportation;0;0;highway;highway > paths
corridor;highway > paths > corridor;For a hallway inside of a building.;['street', 'bridge', 'city hall', 'structure', 'construction', 'tunnel', 'college engineering building', 'town hall', 'residential building', 'college communications building', 'college technology building', 'housing development', 'kingdom hall', 'college administrative building', 'college history building', 'road', 'apartment condo', 'bike trail', 'pedestrian plaza', 'capitol building'];[0.4267946481704712, 0.4177916347980499, 0.4148997664451599, 0.41324636340141296, 0.4095158278942108, 0.39570480585098267, 0.39301934838294983, 0.3652767539024353, 0.35433948040008545, 0.3536793887615204, 0.3534396290779114, 0.33884352445602417, 0.336680144071579, 0.3293423652648926, 0.32909971475601196, 0.32183322310447693, 0.3206934332847595, 0.31963488459587097, 0.31937485933303833, 0.31651145219802856];structure;For a hallway inside of a building.;travel transportation;travel transportation;0;0;highway;highway > paths
path;highway > paths > path;A non-specific path. Use highway=footway for paths mainly for walkers, highway=cycleway for one also usable by cyclists, highway=bridleway for ones available to horse riders as well as walkers and highway=track for ones which is passable by agriculture or similar vehicles.;['hiking trail', 'bike trail', 'road', 'bridge', 'train', 'transport hub', 'ski trail', 'street', 'rest area', 'race track', 'track', 'great outdoors', 'bus line', 'intersection', 'farm', 'travel transportation', 'mountain hut', 'rv park', 'public transportation', 'cable car'];[0.5186000466346741, 0.5177505016326904, 0.4952760636806488, 0.4427298605442047, 0.4368448257446289, 0.4272559881210327, 0.42445725202560425, 0.41993001103401184, 0.41865262389183044, 0.39878952503204346, 0.39708763360977173, 0.39158591628074646, 0.3874034881591797, 0.38624751567840576, 0.36617422103881836, 0.3556411862373352, 0.3516026437282562, 0.34556636214256287, 0.34490543603897095, 0.34443843364715576];great outdoors;A non-specific path. Use highway=footway for paths mainly for walkers, highway=cycleway for one also usable by cyclists, highway=bridleway for ones available to horse riders as well as walkers and highway=track for ones which is passable by agriculture or similar vehicles.;travel transportation;travel transportation;0;0;highway;highway > paths
via ferrata;highway > paths > via ferrata;A via ferrata is a route equipped with fixed cables, stemples, ladders, and bridges in order to increase ease and security for climbers. These via ferrata require equipment : climbing harness, shock absorber and two short lengths of rope, but do not require a long rope as for climbing.;['cable car', 'bridge', 'train', 'hiking trail', 'tunnel', 'ski chairlift', 'canal lock', 'ski trail', 'fire station', 'mountain hut', 'rescue service', 'bike trail', 'intersection', 'rafting outfitter', 'public transportation', 'construction', 'road', 'rock climbing spot', 'law enforcement public safety', 'taxi'];[0.4974886178970337, 0.48959654569625854, 0.37510478496551514, 0.35210874676704407, 0.3333909511566162, 0.3298380672931671, 0.30758005380630493, 0.3059235215187073, 0.3048318028450012, 0.3043542504310608, 0.301466166973114, 0.30089515447616577, 0.3008495271205902, 0.2976813316345215, 0.29707998037338257, 0.2920109033584595, 0.28527170419692993, 0.2800273001194, 0.27858269214630127, 0.2761204242706299];rock climbing spot;A via ferrata is a route equipped with fixed cables, stemples, ladders, and bridges in order to increase ease and security for climbers. These via ferrata require equipment : climbing harness, shock absorber and two short lengths of rope, but do not require a long rope as for climbing.;landmarks outdoors > rock climbing spot;rock climbing spot;1;1;highway;highway > paths
sidewalk;highway > footway > sidewalk;Sidewalk that runs typically along residential road. Use in combination with highway=footway or highway=path;['street', 'road', 'bike trail', 'hiking trail', 'toll plaza', 'bus line', 'transport hub', 'neighborhood', 'home private', 'pedestrian plaza', 'residential building', 'intersection', 'track', 'housing development', 'driving school', 'apartment condo', 'rest area', 'trailer park', 'ski trail', 'motel'];[0.4550827741622925, 0.44965115189552307, 0.3686148524284363, 0.354643851518631, 0.3339552581310272, 0.33332592248916626, 0.3332846164703369, 0.3309142589569092, 0.32408463954925537, 0.3159918189048767, 0.3148409128189087, 0.30994170904159546, 0.30520927906036377, 0.3039948344230652, 0.3019828498363495, 0.29228881001472473, 0.2915710210800171, 0.29059141874313354, 0.2821546792984009, 0.28203120827674866];pedestrian plaza;Sidewalk that runs typically along residential road. Use in combination with highway=footway or highway=path;travel transportation > road;road;0;0;highway;highway > footway
crossing;highway > footway > crossing;Crosswalk that connects two sidewalks on the opposite side of the road. Often recognized by painted markings on the road, road sign or traffic lights. Use in combination with highway=footway or highway=path. Useful information is presence of tactile_paving=*, wheelchair=* suitability and kerb=* represented as a node on the crosswalk way.;['intersection', 'road', 'street', 'bike trail', 'light rail station', 'pedestrian plaza', 'transport hub', 'bridge', 'truck stop', 'hiking trail', 'bus line', 'taxi stand', 'tram station', 'rest area', 'driving school', 'scenic lookout', 'toll plaza', 'border crossing', 'toll booth', 'airport service'];[0.5135430097579956, 0.5046762824058533, 0.4219871163368225, 0.4060215950012207, 0.3984043598175049, 0.39691177010536194, 0.39393478631973267, 0.3803965151309967, 0.3784661889076233, 0.3780004382133484, 0.36216938495635986, 0.3572157919406891, 0.3504180908203125, 0.34275591373443604, 0.33862408995628357, 0.3301103711128235, 0.32675307989120483, 0.32005757093429565, 0.3160364031791687, 0.3136025071144104];intersection;Crosswalk that connects two sidewalks on the opposite side of the road. Often recognized by painted markings on the road, road sign or traffic lights. Use in combination with highway=footway or highway=path. Useful information is presence of tactile_paving=*, wheelchair=* suitability and kerb=* represented as a node on the crosswalk way.;travel transportation > road > intersection;intersection;1;1;highway;highway > footway
traffic island;highway > footway > traffic island;The way between two crossings, safespot for pedestrians, has micromapping characteristics as a detailed alternative to =*. Use in combination with highway=footway or highway=path.;['road', 'pedestrian plaza', 'hiking trail', 'bike trail', 'intersection', 'village', 'campground', 'mountain hut', 'bridge', 'beach', 'neighborhood', 'city', 'border crossing', 'surf spot', 'town', 'scenic lookout', 'motel', 'great outdoors', 'ski trail', 'plaza'];[0.5405493974685669, 0.4419366121292114, 0.4273530840873718, 0.39795807003974915, 0.3730524778366089, 0.36987772583961487, 0.3497304916381836, 0.3468145728111267, 0.34396255016326904, 0.3284539580345154, 0.32555118203163147, 0.3229846954345703, 0.32032865285873413, 0.3160955309867859, 0.3146117925643921, 0.3110663890838623, 0.31039518117904663, 0.3102462887763977, 0.304974228143692, 0.29775533080101013];pedestrian plaza;The way between two crossings, safespot for pedestrians, has micromapping characteristics as a detailed alternative to =*. Use in combination with highway=footway or highway=path.;travel transportation > road;road;0;0;highway;highway > footway
cycleway;highway > cycleway drawn way see bicycle > cycleway;For designated cycleways. Add foot=*, though it may be avoided if default-access-restrictions do apply.;['bike trail', 'hiking trail', 'bike rental', 'road', 'intersection', 'transport hub', 'street', 'motel', 'bridge', 'rest area', 'bus line', 'cycle studio', 'rental car location', 'ski trail', 'driving school', 'toll plaza', 'toll booth', 'skate park', 'track', 'taxi stand'];[0.48792657256126404, 0.38543760776519775, 0.35067108273506165, 0.3444863259792328, 0.33857041597366333, 0.3211748003959656, 0.31829899549484253, 0.31250131130218506, 0.3070492744445801, 0.30259087681770325, 0.2743690311908722, 0.2724037766456604, 0.2701731026172638, 0.26843708753585815, 0.2681412696838379, 0.26600658893585205, 0.26155200600624084, 0.25699582695961, 0.2525862455368042, 0.2402680516242981];bike trail;For designated cycleways. Add foot=*, though it may be avoided if default-access-restrictions do apply.;landmarks outdoors > bike trail;bike trail;1;1;highway;highway > cycleway drawn way see bicycle
lane;highway > cycleway > lane;A lane is a route that lies within the roadway;['bike trail', 'intersection', 'toll plaza', 'bus line', 'street', 'transport hub', 'hiking trail', 'rest area', 'road', 'rental car location', 'bridge', 'driving school', 'motel', 'toll booth', 'ski trail', 'track', 'food truck', 'border crossing', 'vehicle inspection station', 'parking'];[0.5038208961486816, 0.5017805099487305, 0.44918543100357056, 0.375219464302063, 0.357621967792511, 0.35530197620391846, 0.34488970041275024, 0.33726465702056885, 0.32359492778778076, 0.3234655261039734, 0.32295894622802734, 0.31942763924598694, 0.31436580419540405, 0.2893633544445038, 0.2889688313007355, 0.27628371119499207, 0.27026960253715515, 0.2619977295398712, 0.2584221065044403, 0.24167631566524506];road;A lane is a route that lies within the roadway;travel transportation > road;road;1;1;highway;highway > cycleway
track;highway > cycleway > track;A track provides a route that is separated from traffic. In the United States, this term is often used to refer to bike lanes that are separated from lanes for cars by pavement buffers, bollards, parking lanes, and curbs. Note that a cycle track may alternatively be drawn as a separate way next to the road which is tagged as highway=cycleway.;['bike trail', 'intersection', 'track', 'ski trail', 'bus line', 'road', 'race track', 'border crossing', 'street', 'toll plaza', 'running track', 'transport hub', 'rest area', 'racecourse', 'train', 'light rail station', 'driving school', 'college track', 'hiking trail', 'bridge'];[0.3966771364212036, 0.39227360486984253, 0.39125531911849976, 0.3798024654388428, 0.3544251322746277, 0.33832210302352905, 0.3378884494304657, 0.3094264268875122, 0.30623292922973633, 0.3050857186317444, 0.29811036586761475, 0.29263216257095337, 0.2878759205341339, 0.2842785120010376, 0.28121721744537354, 0.27070099115371704, 0.2701704502105713, 0.2585337162017822, 0.25066936016082764, 0.24252623319625854];bike trail;A track provides a route that is separated from traffic. In the United States, this term is often used to refer to bike lanes that are separated from lanes for cars by pavement buffers, bollards, parking lanes, and curbs. Note that a cycle track may alternatively be drawn as a separate way next to the road which is tagged as highway=cycleway.;sports recreation > running track > track;track;0;0;highway;highway > cycleway
share busway;highway > cycleway > share busway;There is a bus lane that cyclists are permitted to use.;['charter bus', 'bike rental', 'bus line', 'bus stop', 'street', 'road', 'motel', 'rest area', 'intersection', 'rental car location', 'bus station', 'driving school', 'transport hub', 'hostel', 'truck stop', 'toll booth', 'public transportation', 'food truck', 'parking', 'vehicle inspection station'];[0.4613322615623474, 0.4454091191291809, 0.4367445111274719, 0.4303809106349945, 0.4196605086326599, 0.41372695565223694, 0.4127936363220215, 0.410287082195282, 0.4065955877304077, 0.4034402370452881, 0.3897172212600708, 0.378268837928772, 0.37674546241760254, 0.35488808155059814, 0.3506574034690857, 0.3292088806629181, 0.3283524513244629, 0.326932430267334, 0.32333728671073914, 0.3208494186401367];public transportation;There is a bus lane that cyclists are permitted to use.;travel transportation > transportation service > public transportation > bus line;bus line;0;0;highway;highway > cycleway
shared lane;highway > cycleway > shared lane;"Cyclists share a lane with motor vehicles, there are markings reminding about this. In some places these markings are known as ""sharrows"" ('sharing arrows') and this is the tag to use for those.";['road', 'intersection', 'bike trail', 'toll booth', 'transport hub', 'street', 'toll plaza', 'bike rental', 'motel', 'taxi stand', 'rest area', 'vehicle inspection station', 'driving school', 'rental car location', 'bridge', 'border crossing', 'train', 'race track', 'motor scooter dealership', 'ski trail'];[0.43530040979385376, 0.40625327825546265, 0.4012375473976135, 0.364010751247406, 0.35358524322509766, 0.34305593371391296, 0.32786405086517334, 0.3230378031730652, 0.3203520178794861, 0.31578612327575684, 0.31531357765197754, 0.3145275413990021, 0.3125467896461487, 0.30630385875701904, 0.2932658791542053, 0.2841784358024597, 0.2840479016304016, 0.28163352608680725, 0.27915701270103455, 0.2781934142112732];bike trail;"Cyclists share a lane with motor vehicles, there are markings reminding about this. In some places these markings are known as ""sharrows"" ('sharing arrows') and this is the tag to use for those.";travel transportation > road;road;0;0;highway;highway > cycleway
proposed;highway > lifecycle see also lifecycle prefixes > proposed;For planned roads, use with proposed=* and a value of the proposed highway value.;['street', 'toll plaza', 'road', 'construction', 'intersection', 'toll booth', 'appraiser', 'bike trail', 'real estate appraiser', 'bridge', 'transport hub', 'taxi stand', 'housing development', 'track', 'driving school', 'bike rental', 'train', 'bus line', 'rest area', 'travel transportation'];[0.3904460072517395, 0.3672579526901245, 0.36288970708847046, 0.34691667556762695, 0.33977124094963074, 0.3307919502258301, 0.31732669472694397, 0.3159330487251282, 0.31543177366256714, 0.3152463138103485, 0.30053430795669556, 0.28783196210861206, 0.28424710035324097, 0.2836211919784546, 0.28145110607147217, 0.28138893842697144, 0.28131771087646484, 0.27992352843284607, 0.266989529132843, 0.252549409866333];construction;For planned roads, use with proposed=* and a value of the proposed highway value.;travel transportation > road;road;0;0;highway;highway > lifecycle see also lifecycle prefixes
construction;highway > lifecycle see also lifecycle prefixes > construction;For roads under construction. Use construction=* to hold the value for the completed road.;['construction', 'street', 'bridge', 'intersection', 'housing development', 'salvage yard', 'taxi stand', 'toll plaza', 'bike trail', 'structure', 'train', 'transport hub', 'government building', 'toll booth', 'road', 'bike rental', 'cable car', 'city hall', 'government department', 'building land surveyor'];[0.45797160267829895, 0.4084831178188324, 0.3831958770751953, 0.32590174674987793, 0.3198053240776062, 0.2986237406730652, 0.29831331968307495, 0.2971968352794647, 0.2963029146194458, 0.2957063913345337, 0.29307374358177185, 0.2867869436740875, 0.28572168946266174, 0.28515052795410156, 0.2839046120643616, 0.2822995185852051, 0.2770494818687439, 0.27476251125335693, 0.2726728618144989, 0.2708280384540558];construction;For roads under construction. Use construction=* to hold the value for the completed road.;travel transportation > road;road;0;0;highway;highway > lifecycle see also lifecycle prefixes
bus stop;highway > highway features > bus stop;A small bus stop. Optionally one may also use public_transport=stop_position for the position where the vehicle stops and public_transport=platform for the place where passengers wait.;['bus stop', 'rest area', 'bus line', 'truck stop', 'taxi stand', 'light rail station', 'bus station', 'rental car location', 'intersection', 'parking', 'public transportation', 'tram station', 'transport hub', 'street', 'rail station', 'charter bus', 'taxi', 'road', 'travel transportation', 'airport'];[0.568960428237915, 0.5569302439689636, 0.549233078956604, 0.5445001125335693, 0.5243043899536133, 0.5000863671302795, 0.46817535161972046, 0.4591827392578125, 0.4498599171638489, 0.44977647066116333, 0.44065648317337036, 0.4346984028816223, 0.43343740701675415, 0.43239814043045044, 0.4281107485294342, 0.4168442487716675, 0.4123522937297821, 0.41178303956985474, 0.3959963917732239, 0.38653329014778137];bus stop;A small bus stop. Optionally one may also use public_transport=stop_position for the position where the vehicle stops and public_transport=platform for the place where passengers wait.;travel transportation > transport hub > bus stop;bus stop;1;1;highway;highway > highway features
crossing;highway > highway features > crossing;"A.k.a. crosswalk. Pedestrians can cross a street here; e.g., zebra crossing";['road', 'intersection', 'pedestrian plaza', 'street', 'border crossing', 'bike trail', 'bridge', 'cable car', 'toll plaza', 'tram station', 'scenic lookout', 'hiking trail', 'motel', 'neighborhood', 'plaza', 'race track', 'city', 'great outdoors', 'garden', 'memorial site'];[0.5444070100784302, 0.49793171882629395, 0.47540271282196045, 0.4177597463130951, 0.41592836380004883, 0.39627933502197266, 0.3766949772834778, 0.33939725160598755, 0.3308258056640625, 0.32328957319259644, 0.3225926160812378, 0.3205335736274719, 0.32038336992263794, 0.317283570766449, 0.3150142431259155, 0.30359452962875366, 0.2975512146949768, 0.28716233372688293, 0.28599199652671814, 0.28235897421836853];intersection;"A.k.a. crosswalk. Pedestrians can cross a street here; e.g., zebra crossing";travel transportation > road > intersection;intersection;1;1;highway;highway > highway features
cyclist waiting aid;highway > highway features > cyclist waiting aid;Street furniture for cyclists that are intended to make waiting at esp. traffic lights more comfortable.;['taxi stand', 'travel lounge', 'road', 'rest area', 'platform', 'motel', 'truck stop', 'light rail station', 'parking', 'street', 'pedestrian plaza', 'bike rental', 'vehicle inspection station', 'food truck', 'tea room', 'ambulance service', 'airport terminal', 'coffee shop', 'cafe coffee tea house', 'lighting store'];[0.520605206489563, 0.49387678503990173, 0.44633519649505615, 0.44172346591949463, 0.4206302762031555, 0.39379531145095825, 0.37964946031570435, 0.3748754560947418, 0.3602184057235718, 0.3568013310432434, 0.3556100130081177, 0.3512829840183258, 0.35065513849258423, 0.34151601791381836, 0.3124503493309021, 0.30912935733795166, 0.3076336681842804, 0.3069857954978943, 0.30678218603134155, 0.306344211101532];rest area;Street furniture for cyclists that are intended to make waiting at esp. traffic lights more comfortable.;travel transportation > street;street;0;0;highway;highway > highway features
elevator;highway > highway features > elevator;An elevator or lift, used to travel vertically, providing passenger and freight access between pathways at different floor levels.;['metro station', 'cable car', 'street', 'bus line', 'airport', 'airport gate', 'rest area', 'public transportation', 'platform', 'taxi stand', 'transport hub', 'airport service', 'international airport', 'taxi', 'tunnel', 'truck stop', 'light rail station', 'travel transportation', 'tram station', 'bus station'];[0.45788395404815674, 0.4456180930137634, 0.41062742471694946, 0.4059925675392151, 0.4054938554763794, 0.40055644512176514, 0.39724457263946533, 0.3899807333946228, 0.377196729183197, 0.3760112226009369, 0.37009212374687195, 0.36925825476646423, 0.35926520824432373, 0.34531718492507935, 0.3448293209075928, 0.34315040707588196, 0.34242287278175354, 0.3415569067001343, 0.33699312806129456, 0.3335399031639099];public transportation;An elevator or lift, used to travel vertically, providing passenger and freight access between pathways at different floor levels.;travel transportation;travel transportation;0;1;highway;highway > highway features
emergency bay;highway > highway features > emergency bay;An area beside a highway where you can safely stop your car in case of breakdown or emergency.;['rest area', 'rescue service', 'street', 'emergency room', 'emergency service', 'vehicle inspection station', 'truck stop', 'parking', 'ambulance service', 'bay', 'toll plaza', 'salvage yard', 'intersection', 'rental car location', 'light rail station', 'transport hub', 'security safety', 'taxi stand', 'fire station', 'police station'];[0.3977988362312317, 0.36718350648880005, 0.3606935739517212, 0.35342979431152344, 0.35173797607421875, 0.34667521715164185, 0.3464115560054779, 0.343877911567688, 0.3383907675743103, 0.31469136476516724, 0.2973308861255646, 0.29328522086143494, 0.2817031741142273, 0.280396044254303, 0.27821457386016846, 0.2770749628543854, 0.2716416120529175, 0.2677832543849945, 0.26572713255882263, 0.26571884751319885];rest area;An area beside a highway where you can safely stop your car in case of breakdown or emergency.;travel transportation > road;road;0;0;highway;highway > highway features
emergency access point;highway > highway features > emergency access point;Sign number which can be used to define your current position in case of an emergency. Use with ref=NUMBER_ON_THE_SIGN. See also emergency=access_point;['ambulance service', 'emergency room', 'rescue service', 'emergency service', 'rest area', 'truck stop', 'bike trail', 'intersection', 'bus line', 'street', 'fire station', 'rental car location', 'vehicle inspection station', 'motel', 'plaza', 'memorial site', 'light rail station', 'toll plaza', 'police station', 'pedestrian plaza'];[0.4100034832954407, 0.39431053400039673, 0.3796062469482422, 0.3695666491985321, 0.3354848623275757, 0.3177144527435303, 0.3070719838142395, 0.3026777505874634, 0.3001570999622345, 0.2978033721446991, 0.29442036151885986, 0.29060953855514526, 0.28495633602142334, 0.2768380045890808, 0.2710943818092346, 0.27093619108200073, 0.268218457698822, 0.2590779662132263, 0.2577472925186157, 0.25505080819129944];emergency service;Sign number which can be used to define your current position in case of an emergency. Use with ref=NUMBER_ON_THE_SIGN. See also emergency=access_point;community government > government building > law enforcement public safety > rescue service;rescue service;0;0;highway;highway > highway features
give way;highway > highway features > give way;"A ""give way,"" or ""Yield"" sign";['bike trail', 'road', 'street', 'intersection', 'bridge', 'hiking trail', 'toll plaza', 'motel', 'rest area', 'bus line', 'scenic lookout', 'hill', 'truck stop', 'transport hub', 'cable car', 'canal lock', 'driving school', 'taxi stand', 'canal', 'bike rental'];[0.42972099781036377, 0.37570345401763916, 0.3470945358276367, 0.3423345386981964, 0.3305339813232422, 0.32664814591407776, 0.32189956307411194, 0.321174681186676, 0.3078317642211914, 0.2840362787246704, 0.2790569067001343, 0.26131078600883484, 0.2611849904060364, 0.2546943426132202, 0.2532716393470764, 0.25265538692474365, 0.2475491464138031, 0.23715192079544067, 0.2365289330482483, 0.2280031144618988];intersection;"A ""give way,"" or ""Yield"" sign";travel transportation > road > intersection;intersection;1;1;highway;highway > highway features
phone;emergency > highway > phone;A calling device can be used to tell on your current position in case of an emergency. Use with ref=NUMBER_ON_THE_SIGN;['emergency service', 'emergency room', 'ambulance service', 'rescue service', 'rental car location', 'notary', 'assisted living service', 'legal service', 'telecommunication service', 'truck stop', 'urgent care center', 'mobile company', 'campaign office', 'vehicle inspection station', 'towing service', 'fire station', 'corporate housing agency', 'charter bus', 'repair service', 'financial legal service'];[0.38396507501602173, 0.3659089207649231, 0.35229456424713135, 0.3227408826351166, 0.2403731346130371, 0.23778635263442993, 0.2371634989976883, 0.23549947142601013, 0.23156508803367615, 0.22312726080417633, 0.22264648973941803, 0.22156080603599548, 0.21752019226551056, 0.21545733511447906, 0.2149672657251358, 0.21356157958507538, 0.210460364818573, 0.20998463034629822, 0.2082240879535675, 0.2030087262392044];emergency service;A calling device can be used to tell on your current position in case of an emergency. Use with ref=NUMBER_ON_THE_SIGN;health medicine > emergency service;emergency service;1;1;emergency;emergency > highway
hitchhiking;highway > highway features > hitchhiking;Like a bus_stop but for free, uncertain, spontaneous rides with strangers.;['road', 'motel', 'parking', 'bus stop', 'pedestrian plaza', 'rv park', 'bike trail', 'rest area', 'bike rental', 'bus line', 'train', 'bus station', 'hiking trail', 'truck stop', 'street', 'travel transportation', 'intersection', 'cable car', 'trailer park', 'towing service'];[0.5426943302154541, 0.5101922154426575, 0.4484333097934723, 0.4295044243335724, 0.4201553463935852, 0.41262122988700867, 0.40523645281791687, 0.4006766974925995, 0.4001924991607666, 0.39156752824783325, 0.3904454708099365, 0.3794950246810913, 0.3781062662601471, 0.3748103380203247, 0.37438568472862244, 0.37010979652404785, 0.3649982213973999, 0.3581743836402893, 0.3565179109573364, 0.3563788831233978];travel transportation;Like a bus_stop but for free, uncertain, spontaneous rides with strangers.;travel transportation > road;road;0;0;highway;highway > highway features
