OSM_tag;OSM_full_description;OSM_path;FS_manual_path;FS_tag;mod_1_FI_tag;mod_1_FI_ss;mod_1_FI_correct;mod_2_FI_tag;mod_2_FI_ss;mod_2_FI_correct;mod_3_FI_tag;mod_3_FI_ss;mod_3_FI_correct;mod_4_FI_tag;mod_4_FI_ss;mod_4_FI_correct;mod_5_FI_tag;mod_5_FI_ss;mod_5_FI_correct;mod_6_FI_tag;mod_6_FI_ss;mod_6_FI_correct;mod_7_FI_tag;mod_7_FI_ss;mod_7_FI_correct;mod_8_FI_tag;mod_8_FI_ss;mod_8_FI_correct;mod_1_FID_tag;mod_1_FID_ss;mod_1_FID_correct;mod_2_FID_tag;mod_2_FID_ss;mod_2_FID_correct;mod_3_FID_tag;mod_3_FID_ss;mod_3_FID_correct;mod_4_FID_tag;mod_4_FID_ss;mod_4_FID_correct;mod_5_FID_tag;mod_5_FID_ss;mod_5_FID_correct;mod_6_FID_tag;mod_6_FID_ss;mod_6_FID_correct;mod_7_FID_tag;mod_7_FID_ss;mod_7_FID_correct;mod_8_FID_tag;mod_8_FID_ss;mod_8_FID_correct
pet;A shop for pets, animals and toys or food for them.;shop > others > pet;retail > pet supplies store;pet supplies store;pet supplies store;0.6067776679992676;1;pet supplies store;0.7125098705291748;1;pet supplies store;0.5545145273208618;1;housewares store;0.48100483417510986;0;pet supplies store;0.6662417650222778;1;pet supplies store;0.7266733646392822;1;pet supplies store;0.5636160373687744;1;pet supplies store;0.6621651649475098;1;pet supplies store;0.7687778472900391;1;pet supplies store;0.8472585678100586;1;pet supplies store;0.6277928352355957;1;pet supplies store;0.5650746822357178;1;pet supplies store;0.8446497321128845;1;pet supplies store;0.8391802310943604;1;pet supplies store;0.6669467687606812;1;pet supplies store;0.7818431854248047;1
post office;Post office building with postal services;amenity > public service > post office;community government > government building > post office;post office;corporate amenity;0.5839786529541016;0;post office;0.6876739859580994;1;post office;0.624451220035553;1;post office;0.76084303855896;1;post office;0.687466025352478;1;post office;0.7360244989395142;1;post office;0.6771883964538574;1;post office;0.7401373386383057;1;post office;0.6909316778182983;1;post office;0.735318124294281;1;post office;0.6900133490562439;1;post office;0.8047775030136108;1;post office;0.7776093482971191;1;post office;0.7986175417900085;1;post office;0.7537403106689453;1;post office;0.7619149684906006;1
beach hut;A small, usually wooden, and often brightly coloured cabin or shelter above the high tide mark on popular bathing beaches.;building > buildings > beach hut;landmarks outdoors > beach;beach;beach;0.5968177318572998;1;beach;0.5495938062667847;1;beach;0.543657660484314;1;beach;0.6067787408828735;1;beach;0.6637498736381531;1;nudist beach;0.5014253258705139;0;nudist beach;0.5606053471565247;0;beach;0.5664519667625427;1;beach;0.6118801832199097;1;beach;0.5466912984848022;1;cabin;0.597115159034729;0;beach;0.6491888761520386;1;beach;0.6714073419570923;1;cabin;0.56885826587677;0;cabin;0.5764366984367371;0;beach;0.6078048944473267;1
bathroom furnishing;Shop focused on selling bathroom furniture and accessories;shop > doityourself household building materials gardening > bathroom furnishing;retail > furniture home store;furniture home store;bathroom contractor;0.5125043392181396;0;furniture home store;0.6091179847717285;1;kitchen supply store;0.6880152821540833;0;housewares store;0.742257833480835;0;housewares store;0.6741793155670166;0;kitchen supply store;0.6388684511184692;0;housewares store;0.6593838930130005;0;furniture home store;0.6077648401260376;1;garden center;0.5289897322654724;0;furniture home store;0.6736284494400024;1;furniture home store;0.7397691607475281;1;housewares store;0.7606658339500427;0;hardware store;0.6866750717163086;0;furniture home store;0.6676011085510254;1;housewares store;0.724060595035553;0;furniture home store;0.6511653065681458;1
parking;Parking area for vehicles. Streets on car parking are often tagged highway=service and service=parking_aisle.;amenity > transportation > parking;travel transportation > parking;parking;limo service;0.49884742498397827;0;parking;0.559144139289856;1;parking;0.6041233539581299;1;public transportation;0.5287611484527588;0;parking;0.6571322679519653;1;parking;0.6308580636978149;1;parking;0.6715658903121948;1;parking;0.569585919380188;1;parking;0.5482839345932007;1;parking;0.512289822101593;1;parking;0.5801684856414795;1;rest area;0.5644950270652771;0;parking;0.6751736402511597;1;parking;0.559478223323822;1;parking;0.7016401290893555;1;parking;0.5973932147026062;1
military surplus;Shop selling used military equipment;shop > outdoors sport vehicles > military surplus;retail;retail;hunting supply store;0.5699832439422607;0;outdoor supply store;0.5810428857803345;0;hunting supply store;0.6131987571716309;0;car parts accessories;0.6155692934989929;0;car parts accessories;0.6985518336296082;0;motorsports store;0.6179225444793701;0;classic antique car dealership;0.5684773921966553;0;automotive shop;0.522254228591919;0;hunting supply store;0.6712337732315063;0;outdoor supply store;0.6604615449905396;0;hunting supply store;0.6477485299110413;0;hunting supply store;0.6138936281204224;0;motorsports store;0.7786502838134766;0;motorsports store;0.6780437231063843;0;classic antique car dealership;0.600180447101593;0;motorsports store;0.6282385587692261;0
winery;A place where wine is produced;craft > winery;dining drinking > winery;winery;winery;0.7173558473587036;1;winery;0.801174521446228;1;winery;0.5872630476951599;1;winery;0.6669198274612427;1;winery;0.6627907752990723;1;wine store;0.6773086190223694;0;winery;0.6539070010185242;1;winery;0.8117523193359375;1;winery;0.779767632484436;1;winery;0.7930021286010742;1;winery;0.6949082612991333;1;winery;0.7275960445404053;1;winery;0.7072025537490845;1;winery;0.7993995547294617;1;winery;0.7573075294494629;1;winery;0.8215394020080566;1
gate;The bounded space, inside the airport terminal, where passengers wait before boarding their flight;aeroway > gate;travel transportation > transport hub > airport > airport gate;airport gate;airport gate;0.6604937314987183;1;airport gate;0.5861457586288452;1;airport gate;0.5450511574745178;1;airport gate;0.4801277220249176;1;airport gate;0.6627129316329956;1;airport gate;0.7004395723342896;1;airport lounge;0.6461735963821411;0;airport gate;0.5798691511154175;1;airport gate;0.7289829254150391;1;airport gate;0.5555360317230225;1;airport gate;0.6123378276824951;1;platform;0.541843056678772;0;airport gate;0.7327013611793518;1;airport gate;0.7521198987960815;1;airport terminal;0.65079265832901;0;airport gate;0.6240730881690979;1
marina;A facility for mooring leisure yachts and motor boats.;leisure > marina;landmarks outdoors > harbor marina;harbor marina;harbor marina;0.6672050952911377;1;sailing club;0.6197705268859863;0;sailing club;0.5511783957481384;0;boat rental;0.6228011250495911;0;harbor marina;0.6546669602394104;1;canoe kayak rental;0.6156097650527954;0;harbor marina;0.582696259021759;1;sailing club;0.6331305503845215;0;harbor marina;0.7029682397842407;1;boat rental;0.6518085598945618;0;harbor marina;0.585341215133667;1;pier;0.6546146273612976;0;harbor marina;0.6906003952026367;1;boat rental;0.6628066301345825;0;pier;0.7061771154403687;0;harbor marina;0.6307790875434875;1
stop position;The position on the street or rails where a public transport vehicle stops.;public transport > public transport > stop position;travel transportation > transportation service > public transportation;public transportation;truck stop;0.6942317485809326;0;truck stop;0.6180815696716309;0;bus stop;0.6866974830627441;0;truck stop;0.5706061720848083;0;bus stop;0.6692685484886169;0;bus stop;0.7219185829162598;0;bus stop;0.5730229020118713;0;truck stop;0.6535956859588623;0;rail station;0.6165750622749329;0;light rail station;0.5364271402359009;0;tram station;0.7136919498443604;0;rail station;0.6462570428848267;0;tram station;0.7383819222450256;0;tram station;0.7558988332748413;0;light rail station;0.6165788173675537;0;tram station;0.6287011504173279;0
hardware;Shop focused on selling building supplies including screws, bolts & paints, �?� See also shop=doityourself;shop > doityourself household building materials gardening > hardware;retail > hardware store;hardware store;construction supplies store;0.5985991954803467;0;construction supplies store;0.5774517059326172;0;construction supplies store;0.634886622428894;0;construction supplies store;0.6876031160354614;0;construction supplies store;0.6349678039550781;0;construction supplies store;0.5687167644500732;0;housewares store;0.6311143636703491;0;miscellaneous store;0.5716190338134766;0;construction supplies store;0.6700042486190796;0;hardware store;0.674193263053894;1;hobby store;0.7346075773239136;0;construction supplies store;0.7401992678642273;0;hardware store;0.7536656260490417;1;hardware store;0.696539580821991;1;hardware store;0.739995002746582;1;hobby store;0.630013108253479;0
track;A track for running, cycling and other non-motorised racing such as horses, greyhounds.;leisure > track;sports recreation > running track > track;track;racecourse;0.6119295358657837;0;racecourse;0.55824875831604;0;running track;0.5719687938690186;0;racecourse;0.5982196927070618;0;racecourse;0.6628981828689575;0;racecourse;0.591813325881958;0;racecourse;0.7150090932846069;0;racecourse;0.6446307897567749;0;racecourse;0.7233067750930786;0;race track;0.6732813119888306;0;race track;0.6366459727287292;0;racecourse;0.6271668672561646;0;racecourse;0.7043721675872803;0;racecourse;0.7384240627288818;0;race track;0.7436832785606384;0;race track;0.7208900451660156;0
recreation ground;An open green space for general recreation, which may include pitches, nets and so on, usually municipal but possibly also private to colleges or companies;landuse > landuse key values > recreation ground;sports recreation > recreation center;recreation center;garden;0.5161700248718262;0;natural park;0.4683602750301361;0;cricket ground;0.5128498077392578;0;golf course;0.5384240746498108;0;cricket ground;0.5849534869194031;0;athletic field;0.48727303743362427;0;athletic field;0.4667263627052307;0;indoor play area;0.46712732315063477;0;field;0.5949195027351379;0;field;0.5825666189193726;0;field;0.6091916561126709;0;field;0.7064186334609985;0;field;0.665794312953949;0;field;0.5998695492744446;0;field;0.6161112785339355;0;field;0.581701397895813;0
nuts;Shop selling dried nuts/fruits, edible seeds, etc. Not to be confused with shop=spices.;shop > food beverages > nuts;retail > food beverage retail > kuruyemisci shop;kuruyemisci shop;farmers market;0.6296972632408142;0;fruit vegetable store;0.5949512124061584;0;fruit vegetable store;0.617735743522644;0;farmers market;0.6327853798866272;0;fruit vegetable store;0.6269947290420532;0;fruit vegetable store;0.6482759714126587;0;food beverage retail;0.6438196897506714;0;fruit vegetable store;0.6215507984161377;0;kuruyemisci shop;0.7758513689041138;1;kuruyemisci shop;0.7126621007919312;1;kuruyemisci shop;0.726618230342865;1;kuruyemisci shop;0.66573166847229;1;kuruyemisci shop;0.6581897735595703;1;kuruyemisci shop;0.7349390983581543;1;kuruyemisci shop;0.786463737487793;1;kuruyemisci shop;0.7085180282592773;1
window blind;Shop focused on selling window blinds.;shop > furniture interior > window blind;retail > furniture home store;furniture home store;lighting store;0.6919965744018555;0;lighting store;0.449829638004303;0;lighting store;0.5815029740333557;0;furniture home store;0.5491440892219543;1;lighting store;0.6592010259628296;0;lighting store;0.6348106861114502;0;lighting store;0.6041690111160278;0;sunglasses store;0.5285638570785522;0;lighting store;0.6558585166931152;0;furniture home store;0.4451824128627777;1;furniture home store;0.5897232294082642;1;furniture home store;0.4846060276031494;1;furniture home store;0.670554518699646;1;furniture home store;0.6468065977096558;1;furniture home store;0.6148187518119812;1;sunglasses store;0.5767008066177368;0
supermarket;A building constructed to house a self-service large-area store.;building > commercial > supermarket;retail > food beverage retail > supermarket;supermarket;home appliance store;0.598929762840271;0;home appliance store;0.5485048294067383;0;supermarket;0.5257296562194824;1;garden center;0.5876752138137817;0;big box store;0.6775441765785217;0;kitchen supply store;0.6479626893997192;0;big box store;0.5396139025688171;0;home appliance store;0.5795130133628845;0;warehouse wholesale store;0.5792615413665771;0;shopping mall;0.5907284021377563;0;supermarket;0.6248127222061157;1;shopping mall;0.637820839881897;0;shopping mall;0.7113556861877441;0;warehouse wholesale store;0.6035009622573853;0;supermarket;0.6019325256347656;1;shopping mall;0.5884258151054382;0
craft;An arts and crafts supply store. Commonly sold items are paper, canvas, paint, pencils, crafting wood, crafting tools, etc. �?? look at craft=*;shop > art music hobbies > craft;retail > arts crafts store;arts crafts store;arts crafts store;0.7733842134475708;1;arts crafts store;0.7881048917770386;1;arts crafts store;0.6750245690345764;1;arts crafts store;0.7211776971817017;1;arts crafts store;0.6725029349327087;1;arts crafts store;0.7131682634353638;1;arts crafts store;0.7093364596366882;1;arts crafts store;0.6466142535209656;1;arts crafts store;0.8314849138259888;1;arts crafts store;0.8206804990768433;1;hobby store;0.7484508752822876;0;hobby store;0.7752184867858887;0;arts crafts store;0.7534795999526978;1;arts crafts store;0.7691569924354553;1;hobby store;0.8226260542869568;0;hobby store;0.7387951016426086;0
chair lift;An open chairlift run. These have one or more seats or benches and are open to the outside air.;aerialway > chair lift;sports recreation > snow sports > ski resort area > ski chairlift;ski chairlift;ski chairlift;0.6369054317474365;1;ski chairlift;0.4965396225452423;1;ski chairlift;0.5565563440322876;1;ski chairlift;0.5560154914855957;1;ski chairlift;0.6750261783599854;1;ski chairlift;0.585142970085144;1;ski chairlift;0.5745657086372375;1;ski chairlift;0.5430483818054199;1;ski chairlift;0.6123252511024475;1;ski chairlift;0.43570441007614136;1;ski chairlift;0.5792746543884277;1;ski chairlift;0.5358487963676453;1;ski chairlift;0.6668770909309387;1;ski chairlift;0.6238704919815063;1;ski chairlift;0.6125713586807251;1;ski chairlift;0.49614354968070984;1
appliance;Shop focused on selling large electrical items (aka white goods) washing machines, fridges, cookers, ovens, fans, etc.;shop > doityourself household building materials gardening > appliance;retail > furniture home store > home appliance store;home appliance store;kitchen remodeler;0.4976714849472046;0;home appliance store;0.5723874568939209;1;home appliance store;0.5815958976745605;1;housewares store;0.7181142568588257;0;home appliance store;0.6556189656257629;1;kitchen supply store;0.5705597996711731;0;home appliance store;0.6554160714149475;1;miscellaneous store;0.5407339334487915;0;housewares store;0.6335436105728149;0;housewares store;0.6502716541290283;0;home appliance store;0.6957635283470154;1;housewares store;0.7760509848594666;0;hardware store;0.7720990180969238;0;hardware store;0.6370292901992798;0;housewares store;0.7213637828826904;0;housewares store;0.6564301252365112;0
architect;An office for an architect or group of architects.;office > architect;business professional services > architecture firm;architecture firm;architecture firm;0.642438530921936;1;architecture firm;0.5272057056427002;1;office building;0.5758064985275269;0;architecture firm;0.6096702218055725;1;architecture firm;0.6869833469390869;1;architecture firm;0.6812463998794556;1;architecture firm;0.7219935655593872;1;office building;0.5555840134620667;0;architecture firm;0.7428839206695557;1;architecture firm;0.5536435842514038;1;architecture firm;0.573992133140564;1;architecture firm;0.6377592086791992;1;architecture firm;0.7436740398406982;1;architecture firm;0.7181781530380249;1;architecture firm;0.681251049041748;1;architecture firm;0.6248584389686584;1
museum;A building which was designed as a museum.;building > civicamenity > museum;arts entertainment > museum;museum;cultural center;0.5908782482147217;0;science museum;0.5998420715332031;0;science museum;0.5786316990852356;0;city hall;0.5633457899093628;0;embassy consulate;0.6464599370956421;0;sculpture garden;0.5410506725311279;0;capitol building;0.6482300758361816;0;history museum;0.6003356575965881;0;cultural center;0.6058704853057861;0;museum;0.5538736581802368;1;museum;0.5982192158699036;1;structure;0.5752978920936584;0;college arts building;0.6401667594909668;0;cultural center;0.5377827882766724;0;structure;0.6531795263290405;0;museum;0.5961576700210571;1
gallery;An area or building that displays a variety of visual art exhibitions.;tourism > gallery;arts entertainment > art gallery;art gallery;art museum;0.725771963596344;0;art gallery;0.6861571669578552;1;art gallery;0.6604295969009399;1;exhibit;0.6235238313674927;0;art gallery;0.6578649282455444;1;art gallery;0.6953171491622925;1;art museum;0.6622567176818848;0;exhibit;0.6284070014953613;0;exhibit;0.7471593618392944;0;art gallery;0.6901140213012695;1;art gallery;0.6781551837921143;1;art museum;0.6560952663421631;0;public art;0.6665599346160889;0;art gallery;0.7208213210105896;1;public art;0.6729843616485596;0;art gallery;0.7056242227554321;1
paint;Shop focused on selling paints.;shop > doityourself household building materials gardening > paint;retail > arts crafts store;arts crafts store;arts crafts store;0.5697377920150757;1;arts crafts store;0.5238159894943237;1;arts crafts store;0.6212100982666016;1;housewares store;0.7116935849189758;0;painter;0.6510045528411865;0;painter;0.6349285840988159;0;arts crafts store;0.6176434755325317;1;painter;0.573167085647583;0;painter;0.5988414287567139;0;arts crafts store;0.6005532741546631;1;arts crafts store;0.6874390244483948;1;housewares store;0.75709068775177;0;garden center;0.6848504543304443;0;painter;0.6389057636260986;0;garden center;0.6596068739891052;0;hobby store;0.6126119494438171;0
houseware;Shop focused on selling crockery, cutlery, kitchenware, small household appliances.;shop > doityourself household building materials gardening > houseware;retail > furniture home store > housewares store;housewares store;home appliance store;0.6080501079559326;0;housewares store;0.6333197355270386;1;kitchen supply store;0.5890772938728333;0;housewares store;0.729869544506073;1;kitchen supply store;0.6483369469642639;0;kitchen supply store;0.6187452077865601;0;housewares store;0.6811941266059875;1;housewares store;0.6385319828987122;1;housewares store;0.7084905505180359;1;housewares store;0.742712140083313;1;housewares store;0.6928089261054993;1;housewares store;0.737249493598938;1;kitchen supply store;0.7278727889060974;0;housewares store;0.6725834608078003;1;housewares store;0.8030531406402588;1;housewares store;0.7407670021057129;1
volcanic lava field;An area with volcanic lava on the ground.;geological > volcanic lava field;landmarks outdoors > volcano;volcano;volcano;0.6894117593765259;1;volcano;0.5439221858978271;1;volcano;0.5874531269073486;1;volcano;0.5313398241996765;1;volcano;0.6826902627944946;1;volcano;0.5569274425506592;1;volcano;0.5283268094062805;1;volcano;0.5541661977767944;1;volcano;0.7623441219329834;1;volcano;0.5414286851882935;1;volcano;0.5789610147476196;1;volcano;0.5658672451972961;1;volcano;0.7576509714126587;1;volcano;0.6395736336708069;1;volcano;0.5844821333885193;1;volcano;0.5650923252105713;1
motorcycle parking;Parking for motorcycles;amenity > transportation > motorcycle parking;travel transportation > parking;parking;motor scooter dealership;0.5596894025802612;0;parking;0.5887258052825928;1;parking;0.5940216183662415;1;parking;0.6646714806556702;1;motor scooter dealership;0.672100305557251;0;motor scooter dealership;0.6209133863449097;0;bike rental;0.5984471440315247;0;parking;0.5992684364318848;1;moped dealership;0.5860440135002136;0;skate park;0.4937293827533722;0;motorcycle dealership;0.5308851003646851;0;parking;0.6054840087890625;1;motorcycle repair shop;0.6697252988815308;0;moped dealership;0.6544749140739441;0;moped dealership;0.6389035582542419;0;rv park;0.5778040885925293;0
food;"Shop focused on selling food, more specific value should be used if possible.
shop=food + food=prepared_meals was also proposed/used for type of shop selling prepared meals, not ready for eating immediately (and requiring for example heating/boiling or other simple preparation).";shop > food beverages > food;retail > food beverage retail;food beverage retail;food beverage retail;0.567777156829834;1;food beverage retail;0.5775413513183594;1;kuruyemisci shop;0.5938583612442017;0;food distribution center;0.5923758149147034;0;food beverage retail;0.5764515399932861;1;food beverage service;0.5859742164611816;0;food beverage retail;0.631305456161499;1;food beverage retail;0.6307293772697449;1;food beverage retail;0.6218507289886475;1;food stand;0.6044766902923584;0;grocery store;0.6180089712142944;0;food stand;0.6526968479156494;0;food beverage retail;0.6656620502471924;1;food beverage retail;0.6519665122032166;1;food beverage retail;0.6647340655326843;1;food stand;0.6474049687385559;0
surveyor;An office of a person doing technical surveys, such as land surveys or risk and damage evaluations of properties and equipment.;office > surveyor;business professional services > real estate service > building land surveyor;building land surveyor;building land surveyor;0.6570566892623901;1;building land surveyor;0.6092921495437622;1;building land surveyor;0.70782071352005;1;building land surveyor;0.6449382305145264;1;building land surveyor;0.6662352085113525;1;building land surveyor;0.6494267582893372;1;building land surveyor;0.5812599062919617;1;building land surveyor;0.6401758193969727;1;building land surveyor;0.7065982818603516;1;building land surveyor;0.621776819229126;1;building land surveyor;0.6735178828239441;1;building land surveyor;0.6691907644271851;1;building land surveyor;0.7125144600868225;1;building land surveyor;0.6555813550949097;1;building land surveyor;0.6693016886711121;1;building land surveyor;0.6263916492462158;1
running;For running (jogging) routes.;route > running;sports recreation > running track;running track;running club;0.6012389659881592;0;running track;0.5390167236328125;1;running track;0.4880664348602295;1;running track;0.6621599197387695;1;running track;0.646152913570404;1;running track;0.4992349147796631;1;road;0.5371142625808716;0;running track;0.5998399257659912;1;track;0.6678581833839417;0;track;0.5259022116661072;0;track;0.5161647200584412;0;track;0.6632037162780762;0;track;0.7235848307609558;0;track;0.5605905652046204;0;track;0.5640349984169006;0;track;0.6209874153137207;0
reflecting pool;A shallow pool of water, undisturbed by fountain jets, for a calm reflective surface, often found in gardens, squares or at memorial sites;water > reflecting pool;landmarks outdoors > fountain;fountain;fountain;0.6523728370666504;1;fountain;0.6273529529571533;1;fountain;0.5994919538497925;1;fountain;0.5564820766448975;1;fountain;0.6763625741004944;1;fountain;0.7047706842422485;1;fountain;0.6033470630645752;1;fountain;0.5574420094490051;1;fountain;0.6752721071243286;1;fountain;0.6706035137176514;1;fountain;0.6017259359359741;1;fountain;0.581596314907074;1;fountain;0.7090234160423279;1;fountain;0.7556764483451843;1;fountain;0.6847310066223145;1;fountain;0.6156662702560425;1
crossing;"A.k.a. crosswalk. Pedestrians can cross a street here; e.g., zebra crossing";highway > highway features > crossing;travel transportation > road > intersection;intersection;pedestrian plaza;0.5988960862159729;0;pedestrian plaza;0.4743264317512512;0;pedestrian plaza;0.5303961038589478;0;intersection;0.5786705613136292;1;intersection;0.6224736571311951;1;pedestrian plaza;0.509113609790802;0;border crossing;0.5204272270202637;0;road;0.4907485246658325;0;pedestrian plaza;0.6020462512969971;0;road;0.5612255334854126;0;road;0.5958497524261475;0;road;0.5425591468811035;0;intersection;0.6923395395278931;1;pedestrian plaza;0.5184568166732788;0;intersection;0.5527904629707336;1;road;0.5740563869476318;0
tailor;A place where clothing is made, repaired, or altered professionally, especially suits and men's clothing.;craft > tailor;business professional services > tailor;tailor;clothing store;0.4953075647354126;0;textiles store;0.5569285750389099;0;tailor;0.5984169244766235;1;tailor;0.6889280676841736;1;mens store;0.6540505290031433;0;shoe repair service;0.5780985355377197;0;knitting store;0.48432013392448425;0;textiles store;0.5424350500106812;0;tailor;0.7781665921211243;1;tailor;0.7835906744003296;1;tailor;0.7863035202026367;1;tailor;0.7421488761901855;1;tailor;0.80733722448349;1;tailor;0.7743013501167297;1;tailor;0.8381175994873047;1;tailor;0.7022842764854431;1
windmill;A building constructed as a traditional windmill, historically used to mill grain with wind power.;building > buildings > windmill;landmarks outdoors > windmill;windmill;windmill;0.7204513549804688;1;windmill;0.5792971253395081;1;windmill;0.5780135989189148;1;windmill;0.6061301231384277;1;windmill;0.6764743328094482;1;windmill;0.6616942286491394;1;windmill;0.6705021858215332;1;windmill;0.5762156248092651;1;windmill;0.7714769840240479;1;windmill;0.6782127618789673;1;windmill;0.6983462572097778;1;windmill;0.7261937260627747;1;windmill;0.7927080392837524;1;windmill;0.7431365251541138;1;windmill;0.7493236064910889;1;windmill;0.6263270378112793;1
aqueduct;A historic structure to convey water;historic > aqueduct;landmarks outdoors > historic protected site;historic protected site;canal;0.665468692779541;0;canal;0.4720337986946106;0;fountain;0.4210718870162964;0;fountain;0.5122206211090088;0;fountain;0.638332188129425;0;fountain;0.5155259370803833;0;canal lock;0.5245587825775146;0;dam;0.483185738325119;0;canal;0.7244519591331482;0;canal;0.544990599155426;0;canal;0.5473493337631226;0;well;0.5945166349411011;0;canal;0.7093142867088318;0;canal;0.6811527013778687;0;canal;0.6898701786994934;0;dam;0.5530812740325928;0
temple;A building that was built as a temple. Used in conjunction with amenity=place_of_worship, religion=*, denomination=* and landuse=religious for the grounds where it is in current use.;building > religious > temple;community government > spiritual center > temple;temple;buddhist temple;0.5880714058876038;0;temple;0.5755069255828857;1;temple;0.5204751491546631;1;temple;0.7070387005805969;1;temple;0.6617839336395264;1;temple;0.6331714987754822;1;buddhist temple;0.5275951623916626;0;temple;0.577407956123352;1;church;0.6444858312606812;0;church;0.6070147752761841;0;kingdom hall;0.6104035377502441;0;church;0.7036234140396118;0;church;0.6914366483688354;0;kingdom hall;0.6909993290901184;0;church;0.6049095392227173;0;hindu temple;0.6182619333267212;0
boat;Shop focused on selling boats, boat equipment and may rent or repair them;shop > outdoors sport vehicles > boat;retail;retail;canoe kayak rental;0.6399312019348145;0;boat rental;0.6364090442657471;0;boat rental;0.6550977826118469;0;motorcycle repair shop;0.6417818665504456;0;equipment rental service;0.6689109206199646;0;boat rental;0.689699649810791;0;fishing store;0.6241911053657532;0;boat rental;0.6477816104888916;0;boat rental;0.6738381385803223;0;boat rental;0.6564850211143494;0;boat rental;0.6738393306732178;0;hardware store;0.6775448322296143;0;boat rental;0.6913619041442871;0;boat rental;0.7613692879676819;0;boat rental;0.6816563606262207;0;boat rental;0.6740478277206421;0
island;Any piece of land that is completely surrounded by water and isolated from other significant landmasses.;place > places > island;landmarks outdoors > island;island;island;0.5620654225349426;1;island;0.5550877451896667;1;island;0.586978554725647;1;island;0.6197792887687683;1;island;0.6521432995796204;1;island;0.5169962048530579;1;island;0.566608190536499;1;island;0.6555371284484863;1;island;0.7594715356826782;1;island;0.7385393381118774;1;island;0.7484704852104187;1;island;0.7799452543258667;1;island;0.7813490033149719;1;island;0.6815040111541748;1;island;0.8033806085586548;1;island;0.8247966170310974;1
playground;A playground: an area designed for children to play.;leisure > playground;landmarks outdoors > park > playground;playground;playground;0.6939470767974854;1;playground;0.6276840567588806;1;playground;0.7075244784355164;1;indoor play area;0.6454071998596191;0;playground;0.6541218757629395;1;playground;0.6345264315605164;1;playground;0.6572311520576477;1;playground;0.7483313083648682;1;playground;0.8511460423469543;1;playground;0.8319627046585083;1;playground;0.8165730237960815;1;playground;0.739508330821991;1;playground;0.8368207812309265;1;playground;0.7456953525543213;1;playground;0.7971749305725098;1;playground;0.8425175547599792;1
glaziery;Shop focused on selling and installing glazing for windows and doors.;shop > doityourself household building materials gardening > glaziery;business professional services > home improvement service > doors windows contractor;doors windows contractor;doors windows contractor;0.506639301776886;1;doors windows contractor;0.5166161060333252;1;doors windows contractor;0.5322613716125488;1;housewares store;0.6901077032089233;0;construction supplies store;0.6256844401359558;0;doors windows contractor;0.650386393070221;1;doors windows contractor;0.6210847496986389;1;doors windows contractor;0.586537778377533;1;doors windows contractor;0.5654155015945435;1;doors windows contractor;0.5332757234573364;1;doors windows contractor;0.582374632358551;1;housewares store;0.7379323244094849;0;hardware store;0.6993035078048706;0;doors windows contractor;0.6742244362831116;1;construction supplies store;0.6258240342140198;0;doors windows contractor;0.5968410968780518;1
fast food;Fast food restaurant (see also amenity=restaurant). The kind of food served can be tagged with cuisine=* and diet:*=*.;amenity > sustenance > fast food;dining drinking > restaurant > fast food restaurant;fast food restaurant;buffet;0.6132855415344238;0;fast food restaurant;0.6802929639816284;1;comfort food restaurant;0.5613305568695068;0;molecular gastronomy restaurant;0.6118981838226318;0;vegan vegetarian restaurant;0.6703901290893555;0;fast food restaurant;0.6241850852966309;1;fast food restaurant;0.6126787066459656;1;comfort food restaurant;0.6227709054946899;0;snack place;0.6354426145553589;0;salad restaurant;0.6124893426895142;0;comfort food restaurant;0.5865484476089478;0;comfort food restaurant;0.6577869653701782;0;bunsik restaurant;0.6665289402008057;0;comfort food restaurant;0.6614617109298706;0;burger joint;0.5998516082763672;0;comfort food restaurant;0.6229808926582336;0
firepit;A fire ring or fire pit, often at a campsite or picnic site.;leisure > firepit;landmarks outdoors > campground;campground;picnic shelter;0.6620168685913086;0;picnic area;0.5269820690155029;0;picnic shelter;0.6393510699272156;0;picnic shelter;0.6003549098968506;0;campground;0.6672255992889404;1;picnic shelter;0.6201252341270447;0;summer camp;0.5658470392227173;0;picnic area;0.5775940418243408;0;picnic shelter;0.6508113145828247;0;picnic area;0.5453566312789917;0;picnic shelter;0.6525738835334778;0;picnic shelter;0.6036125421524048;0;picnic area;0.6703057289123535;0;picnic shelter;0.6240880489349365;0;picnic shelter;0.5764216184616089;0;picnic area;0.5935959815979004;0
hostel;Cheap accommodation with shared bedrooms.;tourism > hostel;travel transportation > lodging > hostel;hostel;hostel;0.6422417163848877;1;hostel;0.615168571472168;1;hostel;0.6665276288986206;1;hostel;0.6252709627151489;1;hostel;0.6507647037506104;1;hostel;0.7180947661399841;1;hostel;0.6530267596244812;1;hostel;0.646746039390564;1;hostel;0.7138113379478455;1;hostel;0.7371260523796082;1;hostel;0.7824733853340149;1;hostel;0.7867822051048279;1;hostel;0.8395748138427734;1;hostel;0.8192083239555359;1;hostel;0.7245707511901855;1;hostel;0.8124929666519165;1
