OSM_tag;OSM_path;OSM_description;FS_candidates;FS_scores;FS_tag_GPT;OSM_full_description;FS_manual_path;FS_manual_tag;correct;new_correct;OSM_main;OSM_main_sub
detached;building > accommodation > detached;A detached house, a free-standing residential building usually housing a single family.;['residential building', 'housing development', 'home private', 'boarding house', 'cabin', 'housing authority', 'homeless shelter', 'apartment condo', 'structure', 'hostel'];[0.6065936088562012, 0.5596950054168701, 0.5533302426338196, 0.48873138427734375, 0.4709583520889282, 0.4215080738067627, 0.404904842376709, 0.396534264087677, 0.3956667184829712, 0.39490991830825806];residential building;A detached house, a free-standing residential building usually housing a single family.;community government > residential building > home private;home private;0;0;building;building > accommodation
annexe;building > accommodation > annexe;An annexe is a small self contained apartments, collages, or small residential building on the same property as the main residential unit.;['apartment condo', 'housing development', 'home private', 'residential building', 'boarding house', 'hostel', 'lodge', 'corporate housing agency', 'housing authority', 'college engineering building'];[0.5862634778022766, 0.5481846332550049, 0.5140928626060486, 0.5057265758514404, 0.4724695086479187, 0.45663341879844666, 0.4511653780937195, 0.44329649209976196, 0.4367292821407318, 0.4272380471229553];residential building;An annexe is a small self contained apartments, collages, or small residential building on the same property as the main residential unit.;community government > residential building;residential building;1;1;building;building > accommodation
dormitory;building > accommodation > dormitory;A shared building intended for college/university students (not a share room for multiple occupants as implied by the term in British English). Alternatively, use building=residential plus residential=university and loose the information that it is for students.;['college residence hall', 'college communications building', 'college engineering building', 'hostel', 'college technology building', 'student center', 'college history building', 'college administrative building', 'housing development', 'college math building'];[0.5662208795547485, 0.5345404744148254, 0.5257591009140015, 0.5152983069419861, 0.5114401578903198, 0.4913705587387085, 0.481732577085495, 0.47774648666381836, 0.47703468799591064, 0.45172691345214844];college residence hall;A shared building intended for college/university students (not a share room for multiple occupants as implied by the term in British English). Alternatively, use building=residential plus residential=university and loose the information that it is for students.;community government > education > college university > college residence hall;college residence hall;1;1;building;building > accommodation
farm;building > accommodation > farm;A residential building on a farm (farmhouse). For other buildings see below building=farm_auxiliary, building=barn, … If in your country farmhouse looks same as general residential house then you can tag as building=house as well. See also landuse=farmyard for the surrounding area;['farm', 'home private', 'village', 'castle', 'residential building', 'housing development', 'neighborhood', 'apartment condo', 'trailer park', 'scenic lookout'];[0.5003944635391235, 0.4362230896949768, 0.4341684579849243, 0.4312109351158142, 0.42974644899368286, 0.4251393675804138, 0.4244230389595032, 0.415399968624115, 0.4143807291984558, 0.4094020128250122];farm;A residential building on a farm (farmhouse). For other buildings see below building=farm_auxiliary, building=barn, �?� If in your country farmhouse looks same as general residential house then you can tag as building=house as well. See also landuse=farmyard for the surrounding area;community government > residential building;residential building;0;0;building;building > accommodation
ger;building > accommodation > ger;A permanent or seasonal round yurt or ger.;['lodge', 'cabin', 'resort', 'ski chalet', 'hotel', 'inn', 'boarding house', 'hostel', 'lodging', 'bed breakfast'];[0.5298418402671814, 0.48589855432510376, 0.4801121950149536, 0.47956883907318115, 0.47207802534103394, 0.4679345488548279, 0.45223793387413025, 0.4517793655395508, 0.41914117336273193, 0.4139941930770874];lodging;A permanent or seasonal round yurt or ger.;travel transportation > lodging;lodging;1;1;building;building > accommodation
hotel;building > accommodation > hotel;A building designed with separate rooms available for overnight accommodation. Normally used in conjunction with tourism=hotel for the hotel grounds including recreation areas and parking.;['lodge', 'hostel', 'inn', 'hotel pool', 'boarding house', 'resort', 'motel', 'hotel bar', 'hotel', 'lodging'];[0.5964540839195251, 0.547020673751831, 0.531558632850647, 0.5249793529510498, 0.5242754220962524, 0.5142403841018677, 0.5134434700012207, 0.5090098977088928, 0.49911370873451233, 0.4990197420120239];hotel;A building designed with separate rooms available for overnight accommodation. Normally used in conjunction with tourism=hotel for the hotel grounds including recreation areas and parking.;travel transportation > lodging > hotel;hotel;1;1;building;building > accommodation
house;building > accommodation > house;A dwelling unit inhabited by a single household (a family or small group sharing facilities such as a kitchen). Houses forming half of a semi-detached pair, or one of a row of terraced houses, should share at least two nodes with joined neighbours, thereby defining the party wall between the properties.;['residential building', 'home private', 'housing development', 'boarding house', 'apartment condo', 'club house', 'cabin', 'hostel', 'lodge', 'retirement home'];[0.5663965940475464, 0.5463889837265015, 0.5294257402420044, 0.5231106281280518, 0.4646994173526764, 0.4568796157836914, 0.41976165771484375, 0.399072527885437, 0.37783750891685486, 0.37567874789237976];home private;A dwelling unit inhabited by a single household (a family or small group sharing facilities such as a kitchen). Houses forming half of a semi-detached pair, or one of a row of terraced houses, should share at least two nodes with joined neighbours, thereby defining the party wall between the properties.;community government > residential building > home private;home private;1;1;building;building > accommodation
houseboat;building > accommodation > houseboat;A boat used primarily as a home;['boat rental', 'boarding house', 'pier', 'floating market', 'boat launch', 'cabin', 'boat ferry', 'harbor marina', 'sailing club', 'home private'];[0.5787656307220459, 0.5246546864509583, 0.49095645546913147, 0.4764389395713806, 0.4748919606208801, 0.4679352045059204, 0.451628714799881, 0.4351743161678314, 0.4134751558303833, 0.4073476195335388];home private;A boat used primarily as a home;community government > residential building > home private;home private;1;1;building;building > accommodation
residential;building > accommodation > residential;A general tag for a building used primarily for residential purposes. Where additional detail is available consider using 'apartments', 'terrace', 'house', 'detached' or 'semidetached_house'.;['home private', 'residential building', 'housing development', 'apartment condo', 'boarding house', 'housing authority', 'club house', 'assisted living', 'corporate housing agency', 'cabin'];[0.5782275199890137, 0.5526987314224243, 0.5235638618469238, 0.4952668249607086, 0.4601895809173584, 0.4263592064380646, 0.4231855273246765, 0.41199594736099243, 0.40720489621162415, 0.4050338864326477];residential building;A general tag for a building used primarily for residential purposes. Where additional detail is available consider using 'apartments', 'terrace', 'house', 'detached' or 'semidetached_house'.;community government > residential building;residential building;1;1;building;building > accommodation
semidetached house;building > accommodation > semidetached house;"A residential house that shares a common wall with another on one side. Typically called a ""duplex"" in American English.";['residential building', 'home private', 'boarding house', 'housing development', 'apartment condo', 'hostel', 'corporate housing agency', 'cabin', 'assisted living', 'college engineering building'];[0.47542595863342285, 0.4693329930305481, 0.46219974756240845, 0.44915691018104553, 0.42116600275039673, 0.38523629307746887, 0.3699456453323364, 0.3695440888404846, 0.3589093089103699, 0.3497577905654907];residential building;"A residential house that shares a common wall with another on one side. Typically called a ""duplex"" in American English.";community government > residential building > home private;home private;0;0;building;building > accommodation
static caravan;building > accommodation > static caravan;A mobile home (semi)permanently left on a single site;['trailer park', 'cabin', 'lodge', 'hostel', 'housing development', 'boarding house', 'home private', 'lodging', 'club house', 'campground'];[0.46826234459877014, 0.4440739154815674, 0.4282394051551819, 0.4030357897281647, 0.39978736639022827, 0.3922513723373413, 0.38056647777557373, 0.36144882440567017, 0.3552120327949524, 0.3518010973930359];lodging;A mobile home (semi)permanently left on a single site;community government > residential building;residential building;0;0;building;building > accommodation
stilt house;building > accommodation > stilt house;A building raised on piles over the surface of the soil or a body of water;['well', 'housing development', 'residential building', 'structure', 'waterfall', 'bridge', 'hill', 'dam', 'cave', 'stable'];[0.42324939370155334, 0.3675370514392853, 0.35495972633361816, 0.3514214754104614, 0.34995394945144653, 0.3474879264831543, 0.3390182554721832, 0.33022981882095337, 0.3250563144683838, 0.3208385109901428];structure;A building raised on piles over the surface of the soil or a body of water;community government > residential building;residential building;0;0;building;building > accommodation
terrace;building > accommodation > terrace;"A single way used to define the outline of a linear row of residential dwellings, each of which normally has its own entrance, which form a terrace (""row-house"" or ""townhouse"" in North American English). Consider defining each dwelling separately using 'house'.";['residential building', 'home private', 'housing development', 'boarding house', 'cabin', 'apartment condo', 'club house', 'structure', 'assisted living', 'retirement home'];[0.5236579775810242, 0.5082393288612366, 0.48796316981315613, 0.46895870566368103, 0.4160309433937073, 0.39488741755485535, 0.37748342752456665, 0.36554399132728577, 0.36266857385635376, 0.36108675599098206];residential building;"A single way used to define the outline of a linear row of residential dwellings, each of which normally has its own entrance, which form a terrace (""row-house"" or ""townhouse"" in North American English). Consider defining each dwelling separately using 'house'.";community government > residential building;residential building;1;1;building;building > accommodation
tree house;building > accommodation > tree house;An accommodation, often designed as a small hut, sometimes also as a room or small apartment. Built on tree posts or on a natural tree. A tree house has no contact with the ground. Access via ladders, stairs or bridgeways.;['cabin', 'residential building', 'lodge', 'club house', 'boarding house', 'home private', 'bridge', 'structure', 'housing development', 'tree service'];[0.5359208583831787, 0.4991741180419922, 0.49248501658439636, 0.4607841372489929, 0.4477761387825012, 0.4379243850708008, 0.4313293993473053, 0.41093921661376953, 0.4025023579597473, 0.38158488273620605];cabin;An accommodation, often designed as a small hut, sometimes also as a room or small apartment. Built on tree posts or on a natural tree. A tree house has no contact with the ground. Access via ladders, stairs or bridgeways.;community government > residential building;residential building;0;0;building;building > accommodation
trullo;building > accommodation > trullo;A stone hut with a conical roof.;['rooftop bar', 'roof deck', 'structure', 'mountain hut', 'lodge', 'cabin', 'club house', 'picnic shelter', 'residential building', 'cave'];[0.4818006157875061, 0.44178953766822815, 0.4214687943458557, 0.3872426748275757, 0.3839704394340515, 0.3821835517883301, 0.36883217096328735, 0.3612106144428253, 0.35300320386886597, 0.34949254989624023];lodge;A stone hut with a conical roof.;landmarks outdoors;landmarks outdoors;0;0;building;building > accommodation
commercial;building > commercial;A building for non-specific commercial activities, not necessarily an office building. Consider tagging the surrounding area using landuse=commercial if there is such use. Use 'retail' if the building consists primarily of shops.;['office building', 'shopping mall', 'government building', 'apartment condo', 'housing development', 'home private', 'construction supplies store', 'factory', 'commercial real estate developer', 'deck patio contractor'];[0.6017614006996155, 0.515146791934967, 0.47103428840637207, 0.46777021884918213, 0.46627581119537354, 0.46276700496673584, 0.45892149209976196, 0.4383692145347595, 0.4367940425872803, 0.43110156059265137];commercial real estate developer;A building for non-specific commercial activities, not necessarily an office building. Consider tagging the surrounding area using landuse=commercial if there is such use. Use 'retail' if the building consists primarily of shops.;retail;retail;0;0;building;building > commercial
industrial;building > commercial > industrial;A building for industrial purposes. Use warehouse if the purpose is known to be primarily for storage/distribution. Consider using landuse=industrial for the surrounding area and appropriate tags like man_made=works to describe the industrial activity.;['factory', 'industrial estate', 'storage facility', 'distribution center', 'warehouse', 'industrial equipment supplier', 'office building', 'recycling facility', 'deck patio contractor', 'construction supplies store'];[0.5036606788635254, 0.492694228887558, 0.4705566167831421, 0.4658520817756653, 0.4596230387687683, 0.4072912931442261, 0.3849025368690491, 0.3844693899154663, 0.380199670791626, 0.3781334161758423];industrial estate;A building for industrial purposes. Use warehouse if the purpose is known to be primarily for storage/distribution. Consider using landuse=industrial for the surrounding area and appropriate tags like man_made=works to describe the industrial activity.;business professional services > factory;factory;0;0;building;building > commercial
kiosk;building > commercial > kiosk;A small one-room retail building.;['shopping mall', 'convenience store', 'construction supplies store', 'office building', 'hardware store', 'food stand', 'shopping plaza', 'popup store', 'newsstand', 'stoop sale'];[0.5746597647666931, 0.5191300511360168, 0.4858326315879822, 0.4565218687057495, 0.4536038041114807, 0.44542890787124634, 0.4415571093559265, 0.4400929808616638, 0.4346022605895996, 0.43072497844696045];popup store;A small one-room retail building.;retail;retail;0;1;building;building > commercial
office;building > commercial > office;An office building. Use office=* where applicable for the business(es) that use the building. Consider tagging the surrounding area using landuse=commercial if it applies. Prefer landuse=retail if the building consists primarily of shops.;['office building', 'government building', 'apartment condo', 'shopping mall', 'housing development', 'construction', 'commercial real estate developer', 'coworking space', 'home private', 'residential building'];[0.5933843851089478, 0.46916815638542175, 0.44139915704727173, 0.4263162612915039, 0.42469948530197144, 0.4184006452560425, 0.41723811626434326, 0.41530856490135193, 0.41096919775009155, 0.4078850746154785];office building;An office building. Use office=* where applicable for the business(es) that use the building. Consider tagging the surrounding area using landuse=commercial if it applies. Prefer landuse=retail if the building consists primarily of shops.;business professional services > office > office building;office building;1;1;building;building > commercial
retail;building > commercial > retail;"A building primarily used for selling goods that are sold to the public; use shop=* to identify the sort of goods sold or an appropriate amenity=* (pub, cafe, restaurant, etc.). Consider use landuse=retail for the surrounding area.";['shopping mall', 'construction supplies store', 'office building', 'retail', 'grocery store', 'hardware store', 'outdoor supply store', 'gourmet store', 'housewares store', 'convenience store'];[0.6035571098327637, 0.5523512363433838, 0.5323818922042847, 0.5021991729736328, 0.500964879989624, 0.4971380829811096, 0.4920261800289154, 0.49041828513145447, 0.4897054433822632, 0.48691684007644653];retail;"A building primarily used for selling goods that are sold to the public; use shop=* to identify the sort of goods sold or an appropriate amenity=* (pub, cafe, restaurant, etc.). Consider use landuse=retail for the surrounding area.";retail;retail;1;1;building;building > commercial
supermarket;building > commercial > supermarket;A building constructed to house a self-service large-area store.;['shopping mall', 'supermarket', 'storage facility', 'warehouse', 'factory', 'food distribution center', 'convenience store', 'distribution center', 'housewares store', 'big box store'];[0.6002230644226074, 0.5535029172897339, 0.5378017425537109, 0.5234634876251221, 0.5000779032707214, 0.4994325637817383, 0.494055837392807, 0.49215221405029297, 0.4886062443256378, 0.48583924770355225];supermarket;A building constructed to house a self-service large-area store.;retail > food beverage retail > supermarket;supermarket;1;1;building;building > commercial
warehouse;building > commercial > warehouse;A building primarily intended for the storage or goods or as part of a distribution system.;['distribution center', 'warehouse', 'storage facility', 'factory', 'packaging supply store', 'warehouse wholesale store', 'construction supplies store', 'big box store', 'shopping mall', 'shipping freight material transportation service'];[0.7580277919769287, 0.7323344945907593, 0.610160231590271, 0.5861030220985413, 0.5605009198188782, 0.5438930988311768, 0.5305934548377991, 0.504091739654541, 0.4911230206489563, 0.4650876522064209];warehouse;A building primarily intended for the storage or goods or as part of a distribution system.;business professional services > warehouse;warehouse;1;1;building;building > commercial
religious;building > religious;Unspecific building related to religion. Prefer more specific values if possible.;['church', 'temple', 'kingdom hall', 'religious school', 'shrine', 'hindu temple', 'mosque', 'buddhist temple', 'cemevi', 'confucian temple'];[0.5570230484008789, 0.5132371783256531, 0.4957461357116699, 0.47913193702697754, 0.4645509421825409, 0.46430104970932007, 0.4572620391845703, 0.4532241225242615, 0.4471049904823303, 0.4389185309410095];religious school;Unspecific building related to religion. Prefer more specific values if possible.;community government > spiritual center;spiritual center;0;0;building;building > religious
cathedral;building > religious > cathedral;A building that was built as a cathedral. Used in conjunction with amenity=place_of_worship, religion=*, denomination=* and landuse=religious for the cathedral grounds where it is in current use.;['church', 'kingdom hall', 'structure', 'shrine', 'temple', 'residential building', 'mosque', 'confucian temple', 'housing development', 'castle'];[0.5343185663223267, 0.47959253191947937, 0.41153520345687866, 0.4024437665939331, 0.40198665857315063, 0.3861424922943115, 0.37412506341934204, 0.3730054199695587, 0.3705175518989563, 0.3700943887233734];church;A building that was built as a cathedral. Used in conjunction with amenity=place_of_worship, religion=*, denomination=* and landuse=religious for the cathedral grounds where it is in current use.;community government > spiritual center;spiritual center;0;1;building;building > religious
chapel;building > religious > chapel;A building that was built as a chapel. Used in conjunction with amenity=place_of_worship, religion=*, denomination=* and landuse=religious for the chapel grounds where it is in current use.;['church', 'kingdom hall', 'confucian temple', 'temple', 'buddhist temple', 'prayer room', 'spiritual center', 'hindu temple', 'synagogue', 'mosque'];[0.5429266095161438, 0.47721901535987854, 0.40976834297180176, 0.39900046586990356, 0.3948478698730469, 0.392434686422348, 0.3916473686695099, 0.3833339810371399, 0.3832130432128906, 0.38223445415496826];church;A building that was built as a chapel. Used in conjunction with amenity=place_of_worship, religion=*, denomination=* and landuse=religious for the chapel grounds where it is in current use.;community government > spiritual center;spiritual center;0;1;building;building > religious
church;building > religious > church;A building that was built as a church. Used in conjunction with amenity=place_of_worship, religion=* , denomination=* and landuse=religious for the church grounds where it is in current use.;['church', 'kingdom hall', 'temple', 'structure', 'residential building', 'spiritual center', 'confucian temple', 'housing development', 'religious school', 'government building'];[0.5997686386108398, 0.5124415755271912, 0.4297182559967041, 0.4255232512950897, 0.4232441782951355, 0.42177635431289673, 0.41493934392929077, 0.4118552803993225, 0.4078604280948639, 0.40663573145866394];church;A building that was built as a church. Used in conjunction with amenity=place_of_worship, religion=* , denomination=* and landuse=religious for the church grounds where it is in current use.;community government > spiritual center > church;church;1;1;building;building > religious
kingdom hall;building > religious > kingdom hall;A building that was built as a Kingdom Hall. Often used in conjunction with amenity=place_of_worship, religion=christian, denomination=jehovahs_witness and landuse=religious for the grounds where it is in current use.;['kingdom hall', 'church', 'temple', 'confucian temple', 'synagogue', 'spiritual center', 'prayer room', 'buddhist temple', 'city hall', 'town hall'];[0.6998813152313232, 0.4979403018951416, 0.43858957290649414, 0.4171465039253235, 0.40853720903396606, 0.4029153883457184, 0.3921409249305725, 0.3849238157272339, 0.3843421936035156, 0.38332903385162354];kingdom hall;A building that was built as a Kingdom Hall. Often used in conjunction with amenity=place_of_worship, religion=christian, denomination=jehovahs_witness and landuse=religious for the grounds where it is in current use.;community government > spiritual center > kingdom hall;kingdom hall;1;1;building;building > religious
monastery;building > religious > monastery;A building constructed as monastery. Often, monasteries consist of several distinct buildings with specific functions. For active monasteries (communities), use amenity=monastery, for the grounds of a former monastery, have a look at historic=monastery;['monastery', 'buddhist temple', 'church', 'temple', 'confucian temple', 'mosque', 'spiritual center', 'residential building', 'hindu temple', 'housing development'];[0.6991448998451233, 0.49857544898986816, 0.47044622898101807, 0.4649345278739929, 0.443216472864151, 0.41050153970718384, 0.397554874420166, 0.385807067155838, 0.382046103477478, 0.3786085546016693];monastery;A building constructed as monastery. Often, monasteries consist of several distinct buildings with specific functions. For active monasteries (communities), use amenity=monastery, for the grounds of a former monastery, have a look at historic=monastery;community government > spiritual center > monastery;monastery;1;1;building;building > religious
mosque;building > religious > mosque;A building errected as mosque. Used in conjunction with amenity=place_of_worship, religion=*, denomination=* and landuse=religious for the grounds where it is in current use.;['mosque', 'church', 'kingdom hall', 'cemevi', 'structure', 'temple', 'spiritual center', 'hindu temple', 'housing development', 'confucian temple'];[0.5651336908340454, 0.5035897493362427, 0.4686163663864136, 0.44907450675964355, 0.41942235827445984, 0.40528592467308044, 0.40164244174957275, 0.39005184173583984, 0.389021098613739, 0.3879089951515198];mosque;A building errected as mosque. Used in conjunction with amenity=place_of_worship, religion=*, denomination=* and landuse=religious for the grounds where it is in current use.;community government > spiritual center > mosque;mosque;1;1;building;building > religious
presbytery;building > religious > presbytery;A building where priests live and work.;['church', 'monastery', 'kingdom hall', 'confucian temple', 'hindu temple', 'temple', 'buddhist temple', 'cemevi', 'religious school', 'shrine'];[0.5802286863327026, 0.5379536747932434, 0.5246855616569519, 0.4864744544029236, 0.45978957414627075, 0.4592556953430176, 0.4512327313423157, 0.4494430422782898, 0.43845659494400024, 0.4364761710166931];church;A building where priests live and work.;community government > spiritual center;spiritual center;0;1;building;building > religious
shrine;building > religious > shrine;A building that was built as a shrine. Used in conjunction with amenity=place_of_worship, religion=*, denomination=* and landuse=religious for the grounds where it is in current use. Small structures should consider historic=wayside_shrine.;['kingdom hall', 'temple', 'church', 'shrine', 'hindu temple', 'confucian temple', 'structure', 'buddhist temple', 'monument', 'mosque'];[0.50214022397995, 0.4909660518169403, 0.4879804849624634, 0.47334039211273193, 0.4552960991859436, 0.44121071696281433, 0.4383367896080017, 0.43478041887283325, 0.4232662320137024, 0.4228741526603699];shrine;A building that was built as a shrine. Used in conjunction with amenity=place_of_worship, religion=*, denomination=* and landuse=religious for the grounds where it is in current use. Small structures should consider historic=wayside_shrine.;community government > spiritual center > shrine;shrine;1;1;building;building > religious
synagogue;building > religious > synagogue;A building that was built as a synagogue. Used in conjunction with amenity=place_of_worship, religion=*, denomination=* and landuse=religious for the grounds where it is in current use.;['synagogue', 'church', 'kingdom hall', 'temple', 'hindu temple', 'structure', 'mosque', 'spiritual center', 'cemevi', 'buddhist temple'];[0.5214487314224243, 0.5160290598869324, 0.5071223974227905, 0.45357465744018555, 0.41401177644729614, 0.4119662046432495, 0.4117335081100464, 0.41047126054763794, 0.4083433449268341, 0.40757623314857483];synagogue;A building that was built as a synagogue. Used in conjunction with amenity=place_of_worship, religion=*, denomination=* and landuse=religious for the grounds where it is in current use.;community government > spiritual center > synagogue;synagogue;1;1;building;building > religious
temple;building > religious > temple;A building that was built as a temple. Used in conjunction with amenity=place_of_worship, religion=*, denomination=* and landuse=religious for the grounds where it is in current use.;['church', 'temple', 'hindu temple', 'kingdom hall', 'buddhist temple', 'confucian temple', 'sikh temple', 'spiritual center', 'cemevi', 'synagogue'];[0.5779452323913574, 0.5539027452468872, 0.5404803156852722, 0.5254534482955933, 0.5014728903770447, 0.5006495118141174, 0.4559031128883362, 0.4429287016391754, 0.4324920177459717, 0.43075892329216003];temple;A building that was built as a temple. Used in conjunction with amenity=place_of_worship, religion=*, denomination=* and landuse=religious for the grounds where it is in current use.;community government > spiritual center > temple;temple;1;1;building;building > religious
bakehouse;building > civicamenity > bakehouse;A building that was built as a bakehouse (i.e. for baking bread). Often used in conjunction with another node amenity=baking_oven and oven=wood_fired.;['borek place', 'corporate cafeteria', 'bakery', 'chimney sweep', 'north indian restaurant', 'kitchen remodeler', 'grilled meat restaurant', 'pie shop', 'kebab restaurant', 'awadhi restaurant'];[0.3807264566421509, 0.35276859998703003, 0.3310996890068054, 0.31827935576438904, 0.30938076972961426, 0.30438199639320374, 0.30023694038391113, 0.29783278703689575, 0.2937784790992737, 0.2923828363418579];bakery;A building that was built as a bakehouse (i.e. for baking bread). Often used in conjunction with another node amenity=baking_oven and oven=wood_fired.;community government > government building;government building;0;0;building;building > civicamenity
bridge;building > civicamenity > bridge;A building used as a bridge (skyway). To map a gatehouse use building=gatehouse. See also bridge=yes for highway=*. Don't use this tag just for marking bridges (their outlines). For such purposes use man_made=bridge.;['bridge', 'housing development', 'city hall', 'structure', 'town hall', 'toll booth', 'college engineering building', 'residential building', 'street', 'construction'];[0.5073559880256653, 0.3858895003795624, 0.3711470067501068, 0.36338573694229126, 0.35857683420181274, 0.35501497983932495, 0.3438847064971924, 0.34101757407188416, 0.33128291368484497, 0.3280031681060791];bridge;A building used as a bridge (skyway). To map a gatehouse use building=gatehouse. See also bridge=yes for highway=*. Don't use this tag just for marking bridges (their outlines). For such purposes use man_made=bridge.;community government > government building;government building;0;0;building;building > civicamenity
civic;building > civicamenity > civic;A generic tag for a building created to house some civic amenity, for example amenity=community_centre, amenity=library, amenity=toilets, leisure=sports_centre, leisure=swimming_pool, amenity=townhall etc. Use amenity=* or leisure=* etc. to provide further details. See building=public and more specific tags like building=library as well.;['residential building', 'housing development', 'home private', 'club house', 'government building', 'city hall', 'apartment condo', 'structure', 'town hall', 'capitol building'];[0.5115153789520264, 0.5076689720153809, 0.4819854497909546, 0.44578835368156433, 0.42825478315353394, 0.4277470111846924, 0.4262797236442566, 0.4184638261795044, 0.41123104095458984, 0.40012553334236145];government building;A generic tag for a building created to house some civic amenity, for example amenity=community_centre, amenity=library, amenity=toilets, leisure=sports_centre, leisure=swimming_pool, amenity=townhall etc. Use amenity=* or leisure=* etc. to provide further details. See building=public and more specific tags like building=library as well.;community government;community government;0;1;building;building > civicamenity
college;building > civicamenity > college;A college building. Use amenity=college on the whole college area to represent the college as an institution.;['college administrative building', 'college quad', 'college technology building', 'student center', 'college engineering building', 'college communications building', 'college residence hall', 'college arts building', 'college cafeteria', 'college history building'];[0.6957215666770935, 0.6899822950363159, 0.6758959293365479, 0.6524829864501953, 0.6433472633361816, 0.6377460956573486, 0.6201421022415161, 0.6117516160011292, 0.6099562048912048, 0.6020880937576294];college administrative building;A college building. Use amenity=college on the whole college area to represent the college as an institution.;community government > education > college university > college academic building;college academic building;0;0;building;building > civicamenity
fire station;building > civicamenity > fire station;A building constructed as fire station, i.e. to house fire fighting equipment and officers, regardless of current use. Add amenity=fire_station on the grounds for an active fire station.;['fire station', 'law enforcement public safety', 'police station', 'military base', 'corporate amenity', 'emergency service', 'government building', 'rescue service', 'club house', 'government department'];[0.6742562055587769, 0.5466374158859253, 0.5045970678329468, 0.4417966902256012, 0.43410301208496094, 0.4022004306316376, 0.3903568685054779, 0.38951390981674194, 0.3811817765235901, 0.3746321201324463];fire station;A building constructed as fire station, i.e. to house fire fighting equipment and officers, regardless of current use. Add amenity=fire_station on the grounds for an active fire station.;community government > government building > law enforcement public safety > fire station;fire station;1;1;building;building > civicamenity
government;building > civicamenity > government;For government buildings in general, including municipal, provincial and divisional secretaries, government agencies and departments, town halls, (regional) parliaments and court houses.;['city hall', 'town hall', 'government building', 'government department', 'capitol building', 'courthouse', 'police station', 'states municipalities', 'residential building', 'housing development'];[0.7169932126998901, 0.6879892349243164, 0.6784783005714417, 0.6301759481430054, 0.6008634567260742, 0.5992626547813416, 0.578715980052948, 0.5607656836509705, 0.5402734875679016, 0.5400075316429138];government building;For government buildings in general, including municipal, provincial and divisional secretaries, government agencies and departments, town halls, (regional) parliaments and court houses.;community government > government building;government building;1;1;building;building > civicamenity
gatehouse;building > civicamenity > gatehouse;An entry control point building, spanning over a highway that enters a city or compound.;['street', 'city hall', 'structure', 'apartment condo', 'neighborhood', 'town hall', 'residential building', 'housing development', 'home private', 'government building'];[0.5051507353782654, 0.48279109597206116, 0.4571611285209656, 0.4387650489807129, 0.4353041350841522, 0.4332495331764221, 0.4322914481163025, 0.4283622205257416, 0.40637415647506714, 0.4048384130001068];government building;An entry control point building, spanning over a highway that enters a city or compound.;community government;community government;0;1;building;building > civicamenity
hospital;building > civicamenity > hospital;A building errected for a hospital. Use amenity=hospital for the hospital grounds.;['health medicine', 'corporate amenity', 'childrens hospital', 'hospital unit', 'club house', 'military base', 'structure', 'medical center', 'office building', 'hospital'];[0.5297260284423828, 0.4983651638031006, 0.49338674545288086, 0.4678087830543518, 0.4504545331001282, 0.44430726766586304, 0.4385767877101898, 0.4293212890625, 0.4292222261428833, 0.4271227717399597];hospital;A building errected for a hospital. Use amenity=hospital for the hospital grounds.;health medicine > hospital > hospital unit;hospital unit;0;0;building;building > civicamenity
kindergarten;building > civicamenity > kindergarten;For any generic kindergarten buildings. Buildings for specific uses (sports halls etc.) should be tagged for their purpose. If there is currently a kindergarten in the building, use amenity=kindergarten on the perimeter of the kindergarten grounds.;['playground', 'indoor play area', 'structure', 'preschool', 'residential building', 'athletic field', 'middle school', 'field', 'club house', 'nursery school'];[0.51640784740448, 0.4725750684738159, 0.4093899726867676, 0.4088327884674072, 0.403100848197937, 0.39485031366348267, 0.3923632502555847, 0.38911405205726624, 0.3858182430267334, 0.3796781003475189];preschool;For any generic kindergarten buildings. Buildings for specific uses (sports halls etc.) should be tagged for their purpose. If there is currently a kindergarten in the building, use amenity=kindergarten on the perimeter of the kindergarten grounds.;community government > education > nursery school;nursery school;0;0;building;building > civicamenity
museum;building > civicamenity > museum;A building which was designed as a museum.;['history museum', 'museum', 'science museum', 'art museum', 'exhibit', 'palace', 'structure', 'monument', 'erotic museum', 'historic protected site'];[0.6008673906326294, 0.5717771649360657, 0.56167072057724, 0.5433168411254883, 0.4741674065589905, 0.4541204571723938, 0.4472757577896118, 0.44565635919570923, 0.437173068523407, 0.43491995334625244];museum;A building which was designed as a museum.;arts entertainment > museum;museum;1;1;building;building > civicamenity
public;building > civicamenity > public;A building constructed as accessible to the general public (a town hall, police station, court house, etc.).;['city hall', 'town hall', 'police station', 'courthouse', 'home private', 'government building', 'residential building', 'housing development', 'neighborhood', 'fire station'];[0.6612849235534668, 0.6480600833892822, 0.6122826337814331, 0.6002027988433838, 0.5878242254257202, 0.5762429237365723, 0.5528104901313782, 0.5353344678878784, 0.5294681787490845, 0.5220736265182495];government building;A building constructed as accessible to the general public (a town hall, police station, court house, etc.).;community government > government building;government building;1;1;building;building > civicamenity
